id,code,acronym,name,level_id:id,date,deprecated,attachment_ids:id,subject_ids:id
"ims.study_dam_2024","ICB0","DAM","Desenvolupament d'aplicacions multiplataforma","ims.level_cfgs","2013-12-05","","ims.boe_123_20100520_v1,ims.dogc_6516_20131205_v1,ims.mp_ICB0_dam_20240424_v1,ims.orien_ICB0_dam_20240424_v1","ims.subject_0373,ims.subject_0483,ims.subject_0484,ims.subject_0485,ims.subject_0486,ims.subject_0487,ims.subject_0488,ims.subject_0489,ims.subject_0490,ims.subject_0491,ims.subject_0179,ims.subject_1665,ims.subject_1708,ims.subject_1709,ims.subject_1710,ims.subject_0492,ims.subject_OPT3"
"ims.study_daw_2024","ICC0","DAW","Desenvolupament d'aplicacions web","ims.level_cfgs","2024-09-01","","ims.boe_143_20100612_v1,ims.dogc_6958_20150917_v1,ims.mp_ICC0_daw_20240424_v1,ims.orien_ICC0_daw_20240424_v1","ims.subject_0373,ims.subject_0483,ims.subject_0484,ims.subject_0485,ims.subject_0487,ims.subject_0612,ims.subject_0613,ims.subject_0614,ims.subject_0615,ims.subject_0179,ims.subject_1665,ims.subject_1708,ims.subject_1709,ims.subject_1710,ims.subject_0616,ims.subject_OPT3"
